member_type,rideable_type,trip_year,trip_month,trip_day_of_week,trip_hour,avg_ride_length_seconds,total_trips
member,classic_bike,2024,2,3,8,777,1904
casual,classic_bike,2024,3,7,22,1362,180
member,classic_bike,2024,5,4,19,893,2462
casual,classic_bike,2024,6,5,1,1116,107
casual,classic_bike,2024,8,7,21,1783,1268
member,classic_bike,2024,8,4,2,618,19
member,classic_bike,2024,9,1,2,739,192
member,electric_bike,2024,10,3,11,613,1206
member,electric_bike,2024,2,2,20,544,360
member,classic_bike,2024,2,5,22,662,372
member,classic_bike,2024,1,4,12,702,701
member,electric_bike,2024,4,6,14,606,1045
member,classic_bike,2024,6,4,11,807,1254
member,electric_bike,2024,11,7,22,607,512
member,electric_bike,2024,12,4,22,592,173
casual,electric_bike,2024,12,5,15,615,217
member,classic_bike,2024,3,5,14,791,697
member,classic_bike,2024,4,2,14,754,1183
member,electric_bike,2024,1,6,15,570,442
casual,electric_bike,2024,4,4,9,617,257
casual,electric_bike,2024,6,3,21,908,805
casual,electric_bike,2024,11,5,23,526,124
casual,electric_bike,2024,3,5,18,648,441
member,classic_bike,2024,3,3,0,801,30
member,classic_bike,2024,6,2,20,900,1477
member,electric_bike,2024,9,6,20,676,1216
casual,electric_bike,2024,4,7,1,744,169
casual,electric_bike,2024,6,6,13,1116,1187
member,electric_bike,2024,6,4,9,640,1257
casual,electric_scooter,2024,9,6,5,428,83
casual,classic_bike,2024,10,7,12,1837,2024
member,electric_bike,2024,11,2,16,628,1920
casual,classic_bike,2024,12,6,23,626,35
casual,electric_bike,2024,8,6,4,711,80
casual,electric_scooter,2024,9,1,16,874,1178
member,electric_bike,2024,10,5,2,583,67
member,electric_bike,2024,12,6,19,627,435
member,electric_bike,2024,5,4,17,777,4128
member,electric_bike,2024,6,1,17,871,2332
casual,classic_bike,2024,7,6,2,1392,121
casual,classic_bike,2024,8,3,2,2710,38
member,classic_bike,2024,10,3,14,716,1144
casual,classic_bike,2024,11,7,4,512,33
member,classic_bike,2024,7,5,5,722,308
member,classic_bike,2024,8,2,5,800,295
member,classic_bike,2024,8,2,11,733,1013
casual,classic_bike,2024,10,5,21,1205,380
casual,classic_bike,2024,11,2,21,761,85
casual,classic_bike,2024,1,5,18,823,135
member,electric_bike,2024,1,3,23,607,95
casual,classic_bike,2024,2,2,18,1225,268
member,classic_bike,2024,4,7,3,503,23
casual,classic_bike,2024,7,3,10,2536,773
member,classic_bike,2024,10,6,6,705,493
member,classic_bike,2024,11,3,6,722,595
member,classic_bike,2024,1,6,3,698,12
casual,classic_bike,2024,4,6,19,1341,367
casual,classic_bike,2024,5,3,19,1495,710
casual,electric_bike,2024,12,7,6,393,31
member,electric_bike,2024,1,7,2,576,57
casual,classic_bike,2024,4,5,18,1129,331
casual,electric_bike,2024,8,1,21,1049,807
casual,classic_bike,2024,1,2,3,940,6
member,classic_bike,2024,5,5,20,862,1470
member,electric_bike,2024,6,2,18,716,2553
member,classic_bike,2024,8,4,16,834,2770
casual,electric_bike,2024,9,7,23,965,825
casual,electric_bike,2024,10,2,7,557,446
member,classic_bike,2024,11,7,8,761,663
casual,electric_bike,2024,12,6,19,554,135
member,electric_bike,2024,4,1,8,659,405
casual,electric_bike,2024,3,6,5,469,35
casual,classic_bike,2024,8,4,12,1914,894
casual,classic_bike,2024,9,5,23,1419,347
member,electric_bike,2024,11,4,7,595,1486
casual,classic_bike,2024,11,3,8,893,279
casual,classic_bike,2024,5,7,21,1790,715
member,classic_bike,2024,6,1,19,1021,1717
casual,classic_bike,2024,6,4,20,1709,1233
member,electric_bike,2024,7,1,1,682,347
member,electric_bike,2024,12,2,17,625,1692
member,electric_bike,2024,1,5,14,566,525
casual,electric_bike,2024,1,7,1,587,43
casual,classic_bike,2024,1,4,14,982,118
member,classic_bike,2024,3,2,22,660,151
casual,electric_bike,2024,4,6,20,789,385
casual,classic_bike,2024,5,5,10,2070,490
casual,classic_bike,2024,6,2,9,2314,492
casual,electric_bike,2024,11,2,22,493,132
member,classic_bike,2024,12,5,17,703,789
casual,classic_bike,2024,7,5,1,1285,136
casual,classic_bike,2024,8,2,1,861,82
member,classic_bike,2024,10,5,5,636,262
casual,classic_bike,2024,1,3,13,1780,97
casual,classic_bike,2024,5,2,18,1877,1020
casual,electric_bike,2024,8,7,8,1009,835
member,electric_bike,2024,5,5,18,720,2674
member,classic_bike,2024,7,7,16,1052,1926
casual,electric_bike,2024,9,5,18,817,1592
member,classic_bike,2024,9,1,16,934,2020
member,electric_bike,2024,3,4,9,538,804
member,electric_bike,2024,7,3,12,662,1434
casual,electric_bike,2024,9,1,13,1221,1595
casual,electric_bike,2024,10,1,6,948,322
member,electric_bike,2024,10,6,3,638,55
member,classic_bike,2024,10,1,0,976,290
member,electric_bike,2024,1,6,1,691,32
casual,electric_bike,2024,4,3,5,481,79
member,electric_bike,2024,7,2,11,741,1108
member,electric_scooter,2024,9,7,9,518,261
member,electric_bike,2024,10,7,7,708,530
casual,classic_bike,2024,10,6,8,1208,406
member,electric_bike,2024,12,1,7,745,154
member,classic_bike,2024,6,7,12,962,2127
member,electric_bike,2024,6,6,23,754,783
casual,classic_bike,2024,4,7,6,1583,42
member,classic_bike,2024,5,3,15,696,1218
casual,classic_bike,2024,5,4,6,1419,210
member,classic_bike,2024,7,3,0,890,121
member,electric_bike,2024,8,2,3,805,80
member,electric_bike,2024,10,4,15,664,2606
member,electric_bike,2024,11,1,15,727,1305
member,classic_bike,2024,2,6,23,562,159
member,classic_bike,2024,3,3,23,652,135
member,electric_scooter,2024,9,3,7,490,674
casual,classic_bike,2024,9,5,6,841,234
member,classic_bike,2024,5,6,7,728,1555
member,classic_bike,2024,6,3,7,702,1799
casual,electric_bike,2024,2,5,3,660,8
member,electric_bike,2024,4,4,0,547,116
casual,electric_bike,2024,5,7,2,805,222
member,classic_bike,2024,6,6,22,829,698
casual,electric_bike,2024,8,2,2,876,151
casual,electric_bike,2024,9,4,8,613,895
member,classic_bike,2024,9,5,18,847,2932
casual,electric_bike,2024,12,3,4,411,26
casual,classic_bike,2024,12,2,21,1273,80
member,electric_bike,2024,1,4,10,688,370
member,electric_bike,2024,2,7,9,902,235
casual,classic_bike,2024,2,3,5,413,24
member,electric_bike,2024,5,1,16,864,1394
member,classic_bike,2024,5,2,5,747,233
member,classic_bike,2024,8,1,1,902,275
member,classic_bike,2024,4,7,20,829,557
member,classic_bike,2024,11,4,16,676,1630
member,classic_bike,2024,7,6,15,934,1903
member,classic_bike,2024,7,1,9,822,874
member,classic_bike,2024,8,3,15,736,1422
member,electric_bike,2024,11,5,17,671,1636
casual,classic_bike,2024,11,6,23,733,175
member,classic_bike,2024,2,2,21,696,425
casual,classic_bike,2024,2,1,14,1613,534
casual,classic_bike,2024,3,3,20,1322,175
member,electric_bike,2024,6,5,13,675,1406
member,electric_bike,2024,8,7,9,753,1790
casual,classic_bike,2024,8,7,4,2409,73
member,electric_bike,2024,9,4,9,648,1440
casual,classic_bike,2024,11,6,0,788,77
casual,classic_bike,2024,4,2,23,1390,76
casual,classic_bike,2024,6,7,12,2124,2487
casual,electric_bike,2024,8,4,16,938,1598
casual,electric_scooter,2024,9,5,18,743,1047
member,classic_bike,2024,9,3,7,738,2233
casual,electric_bike,2024,9,6,19,794,1177
casual,electric_bike,2024,10,5,22,628,598
casual,electric_bike,2024,10,6,12,1044,961
casual,electric_bike,2024,11,3,12,687,370
member,electric_bike,2024,12,5,9,505,624
casual,classic_bike,2024,1,1,22,1131,37
member,electric_bike,2024,7,7,17,900,1944
member,classic_bike,2024,10,2,10,783,853
casual,classic_bike,2024,2,5,19,826,197
casual,electric_bike,2024,6,4,2,708,75
casual,classic_bike,2024,9,1,21,1550,609
casual,electric_bike,2024,11,6,4,462,41
member,electric_bike,2024,1,2,19,542,386
casual,electric_bike,2024,5,2,19,928,673
casual,electric_scooter,2024,9,7,9,687,401
casual,electric_bike,2024,10,7,13,1197,1716
member,classic_bike,2024,11,2,2,964,32
member,classic_bike,2024,12,4,7,616,683
casual,electric_bike,2024,12,1,13,738,266
member,classic_bike,2024,7,4,1,873,48
casual,classic_bike,2024,7,7,12,2143,2926
member,classic_bike,2024,10,7,16,912,1718
member,classic_bike,2024,12,1,15,784,740
member,classic_bike,2024,2,4,12,750,838
member,classic_bike,2024,3,1,12,873,1199
member,classic_bike,2024,11,6,7,658,1068
member,classic_bike,2024,12,3,6,611,392
member,electric_bike,2024,12,7,23,600,231
member,electric_bike,2024,5,3,7,665,1784
member,classic_bike,2024,5,1,4,704,38
casual,classic_bike,2024,6,6,11,2053,942
member,classic_bike,2024,8,5,6,697,1047
member,classic_bike,2024,2,1,20,1132,306
casual,electric_bike,2024,2,1,18,849,121
casual,classic_bike,2024,3,5,11,1675,151
member,electric_bike,2024,8,5,18,732,3482
member,electric_bike,2024,9,2,18,692,3055
member,electric_bike,2024,10,1,0,673,604
member,classic_bike,2024,1,3,8,706,906
casual,electric_bike,2024,10,4,21,618,551
member,electric_bike,2024,11,6,18,632,1700
casual,electric_bike,2024,11,1,21,725,195
member,electric_bike,2024,12,3,18,648,1068
member,classic_bike,2024,3,1,9,797,636
casual,electric_bike,2024,7,1,1,821,448
member,classic_bike,2024,12,2,16,943,1082
member,classic_bike,2024,7,2,10,809,972
casual,electric_bike,2024,8,3,6,560,377
casual,classic_bike,2024,8,6,20,1563,908
casual,electric_bike,2024,10,7,19,787,854
casual,classic_bike,2024,11,5,16,1123,317
casual,electric_bike,2024,11,2,2,522,35
casual,electric_bike,2024,1,2,18,538,146
casual,classic_bike,2024,6,2,6,1027,178
member,electric_bike,2024,7,4,2,766,67
casual,electric_bike,2024,1,7,4,769,11
member,classic_bike,2024,2,6,3,499,16
casual,electric_bike,2024,4,6,0,612,127
member,classic_bike,2024,5,1,1,868,227
member,classic_bike,2024,5,5,23,793,329
member,classic_bike,2024,8,4,19,881,2277
member,classic_bike,2024,11,7,11,701,1220
casual,classic_bike,2024,4,5,15,1541,326
casual,classic_bike,2024,5,2,15,2327,954
member,electric_bike,2024,5,4,11,707,1304
member,classic_bike,2024,5,5,0,722,167
member,electric_bike,2024,7,6,7,681,1224
member,electric_bike,2024,8,3,7,667,2020
casual,classic_bike,2024,11,1,17,1378,359
member,electric_bike,2024,2,5,15,651,989
casual,classic_bike,2024,3,7,5,1726,22
casual,classic_bike,2024,9,3,15,1689,691
member,classic_bike,2024,12,7,2,616,28
casual,electric_bike,2024,5,4,10,843,498
casual,electric_bike,2024,6,1,10,1188,1633
member,electric_bike,2024,11,2,22,554,287
casual,classic_bike,2024,7,4,11,2313,826
casual,classic_bike,2024,8,1,11,2127,1894
member,electric_bike,2024,8,4,17,765,3747
member,electric_bike,2024,9,1,17,837,2014
casual,classic_bike,2024,9,4,2,2070,33
casual,classic_bike,2024,10,3,7,912,404
casual,classic_bike,2024,10,1,2,965,201
member,classic_bike,2024,1,6,23,1060,90
member,electric_bike,2024,6,6,20,737,1335
member,classic_bike,2024,6,7,9,840,1643
member,classic_bike,2024,6,1,16,1062,2494
casual,classic_bike,2024,10,5,1,509,42
member,classic_bike,2024,11,5,17,774,1440
casual,electric_bike,2024,12,2,17,576,430
member,classic_bike,2024,4,7,17,1073,1375
member,electric_bike,2024,7,2,8,636,2250
casual,electric_bike,2024,10,5,2,547,74
member,electric_bike,2024,5,2,6,562,665
member,electric_bike,2024,7,3,15,694,2243
member,electric_bike,2024,10,6,6,615,657
member,classic_bike,2024,10,1,3,996,88
casual,classic_bike,2024,11,3,22,575,127
member,classic_bike,2024,7,7,19,958,1593
member,classic_bike,2024,9,1,19,940,1406
casual,electric_bike,2024,10,2,10,1042,446
casual,electric_bike,2024,1,5,10,504,96
member,electric_bike,2024,1,7,5,428,20
member,electric_bike,2024,4,4,3,663,38
casual,electric_bike,2024,7,5,23,838,503
member,classic_bike,2024,8,7,11,951,2285
member,classic_bike,2024,9,4,11,740,1208
casual,classic_bike,2024,12,6,6,542,32
member,electric_bike,2024,12,7,0,530,182
casual,electric_bike,2024,10,1,3,691,203
casual,electric_bike,2024,9,5,15,924,1183
member,electric_bike,2024,11,7,8,634,679
member,electric_bike,2024,12,4,8,533,1230
member,electric_bike,2024,1,6,21,599,196
member,classic_bike,2024,1,7,10,658,387
casual,electric_bike,2024,1,5,7,490,135
casual,electric_bike,2024,4,4,3,327,16
member,classic_bike,2024,8,3,12,693,1153
member,electric_bike,2024,8,2,23,727,345
casual,electric_scooter,2024,9,3,7,468,578
casual,classic_bike,2024,9,2,8,1260,605
member,electric_bike,2024,11,5,14,577,742
casual,electric_bike,2024,11,5,17,652,534
casual,classic_bike,2024,11,2,1,2476,35
member,classic_bike,2024,11,6,4,1495,34
member,classic_bike,2024,3,3,6,593,445
casual,classic_bike,2024,4,3,21,1276,231
member,electric_bike,2024,2,2,0,534,59
casual,electric_bike,2024,2,7,11,696,104
member,electric_bike,2024,5,1,19,773,1072
casual,classic_bike,2024,10,6,22,1145,437
member,electric_bike,2024,3,2,18,609,1454
casual,classic_bike,2024,4,1,13,2254,1312
member,electric_bike,2024,8,5,1,670,164
member,electric_bike,2024,6,1,11,845,2034
member,classic_bike,2024,6,2,0,1138,91
casual,classic_bike,2024,12,4,9,1142,74
member,classic_bike,2024,2,5,16,735,2336
member,classic_bike,2024,3,2,16,798,1765
casual,classic_bike,2024,4,2,0,2804,50
member,electric_bike,2024,7,5,9,662,1106
casual,classic_bike,2024,7,1,19,1846,1157
member,electric_bike,2024,9,7,10,784,1641
member,classic_bike,2024,5,2,8,717,1651
member,classic_bike,2024,7,4,4,656,38
member,classic_bike,2024,8,1,4,772,75
member,electric_bike,2024,10,5,22,624,960
casual,electric_bike,2024,7,7,17,1148,2103
casual,classic_bike,2024,9,6,7,1000,402
member,electric_bike,2024,7,5,23,719,581
member,classic_bike,2024,7,6,12,856,1540
member,electric_bike,2024,12,2,14,625,801
member,classic_bike,2024,12,3,3,922,11
member,classic_bike,2024,2,6,6,567,573
casual,classic_bike,2024,3,6,21,916,95
member,classic_bike,2024,2,1,17,956,873
casual,electric_bike,2024,3,4,11,780,179
casual,electric_bike,2024,5,3,23,691,190
member,classic_bike,2024,7,3,20,859,1635
casual,classic_bike,2024,7,3,4,2894,26
member,electric_bike,2024,8,1,2,710,220
member,electric_scooter,2024,9,2,23,510,103
member,electric_bike,2024,12,5,6,506,385
casual,classic_bike,2024,10,2,23,1343,101
member,classic_bike,2024,12,4,10,606,327
casual,classic_bike,2024,2,5,16,1126,472
casual,classic_bike,2024,3,2,16,1762,592
member,electric_scooter,2024,9,5,15,501,555
casual,electric_bike,2024,10,4,18,670,1284
member,electric_bike,2024,11,6,21,603,632
casual,electric_bike,2024,11,1,18,663,402
member,electric_bike,2024,12,3,21,608,396
casual,classic_bike,2024,3,5,8,806,145
casual,electric_bike,2024,4,5,16,726,717
casual,electric_bike,2024,5,2,16,984,958
member,electric_bike,2024,12,6,13,512,598
member,classic_bike,2024,3,6,21,658,322
casual,electric_bike,2024,4,3,22,644,296
casual,electric_bike,2024,5,2,2,925,102
casual,electric_bike,2024,7,6,13,1201,1522
casual,electric_bike,2024,2,6,7,532,86
casual,classic_bike,2024,3,6,15,1918,405
casual,classic_bike,2024,3,4,4,6529,10
member,electric_scooter,2024,9,6,22,619,289
member,electric_bike,2024,3,3,22,565,353
casual,electric_bike,2024,4,1,11,1166,776
casual,classic_bike,2024,4,3,7,734,240
casual,classic_bike,2024,6,7,18,1859,1646
casual,electric_bike,2024,7,4,2,721,93
member,electric_bike,2024,1,2,16,634,826
casual,electric_bike,2024,1,6,14,738,135
casual,classic_bike,2024,2,2,1,5284,10
member,electric_bike,2024,4,5,7,591,1360
casual,electric_bike,2024,4,5,10,724,217
casual,electric_scooter,2024,9,4,11,627,433
casual,electric_bike,2024,2,4,19,605,146
casual,electric_bike,2024,3,1,19,800,234
casual,classic_bike,2024,6,5,7,1118,437
member,electric_scooter,2024,9,4,11,438,349
member,electric_bike,2024,1,4,4,662,43
casual,classic_bike,2024,12,1,17,1179,107
casual,classic_bike,2024,1,7,12,1151,108
casual,electric_bike,2024,1,4,3,565,7
casual,classic_bike,2024,2,4,12,1167,208
member,electric_bike,2024,2,3,7,678,851
member,electric_bike,2024,6,5,16,775,2941
casual,electric_scooter,2024,9,2,0,1128,2
member,classic_bike,2024,10,7,10,819,1458
member,classic_bike,2024,11,4,10,718,721
member,classic_bike,2024,1,7,4,687,15
casual,electric_bike,2024,3,6,22,616,170
member,classic_bike,2024,4,3,21,799,696
casual,electric_bike,2024,3,3,7,535,201
member,classic_bike,2024,6,6,5,734,295
casual,electric_bike,2024,6,7,3,798,190
casual,classic_bike,2024,10,2,0,2304,71
casual,classic_bike,2024,1,5,1,842,4
member,electric_scooter,2024,9,1,19,535,402
member,electric_bike,2024,9,2,1,670,183
member,electric_bike,2024,10,1,17,720,1567
member,classic_bike,2024,11,6,21,842,501
member,electric_bike,2024,2,4,11,761,428
member,electric_bike,2024,3,1,11,850,865
member,electric_bike,2024,3,7,4,584,40
casual,classic_bike,2024,7,5,15,1949,1467
member,electric_bike,2024,10,3,5,522,354
member,classic_bike,2024,1,5,16,827,1174
casual,classic_bike,2024,5,1,11,2169,1166
casual,classic_bike,2024,12,3,5,410,16
member,classic_bike,2024,4,6,13,746,937
member,electric_bike,2024,4,1,2,539,145
casual,classic_bike,2024,5,7,4,1696,34
casual,classic_bike,2024,6,4,3,1086,18
casual,electric_scooter,2024,9,6,22,872,624
casual,classic_bike,2024,1,3,7,769,53
member,electric_bike,2024,3,6,14,618,981
casual,classic_bike,2024,3,7,19,1632,379
member,classic_bike,2024,3,7,2,548,43
casual,electric_bike,2024,8,6,21,855,1096
casual,classic_bike,2024,8,3,5,713,81
casual,electric_bike,2024,1,1,11,618,101
casual,electric_bike,2024,1,3,22,510,50
casual,classic_bike,2024,4,6,22,1421,175
casual,electric_bike,2024,2,2,2,839,10
casual,electric_bike,2024,4,6,14,791,467
casual,electric_bike,2024,4,7,4,716,38
member,classic_bike,2024,8,6,13,879,1837
casual,electric_bike,2024,8,4,10,1142,518
casual,electric_bike,2024,9,2,0,807,387
casual,classic_bike,2024,9,4,19,1382,987
casual,electric_bike,2024,11,3,6,444,203
casual,classic_bike,2024,12,7,10,1653,126
casual,electric_bike,2024,5,5,17,860,1692
member,electric_bike,2024,5,6,5,591,298
member,electric_bike,2024,11,7,2,520,190
member,classic_bike,2024,12,3,20,716,361
member,classic_bike,2024,1,2,1,726,71
member,electric_bike,2024,1,1,12,751,314
casual,electric_bike,2024,10,3,14,879,743
member,electric_bike,2024,12,7,17,720,541
member,classic_bike,2024,10,4,18,829,3148
member,classic_bike,2024,11,1,18,614,630
member,classic_bike,2024,5,1,18,974,1677
member,electric_bike,2024,2,2,17,692,1026
casual,classic_bike,2024,3,1,12,1845,819
member,classic_bike,2024,12,1,9,996,336
member,electric_bike,2024,4,3,13,583,1196
member,classic_bike,2024,4,4,2,416,8
casual,classic_bike,2024,7,6,5,1862,139
member,electric_bike,2024,9,5,16,759,3408
casual,electric_bike,2024,9,3,21,734,677
member,classic_bike,2024,9,6,5,724,201
member,classic_bike,2024,2,3,5,609,212
casual,classic_bike,2024,2,7,4,628,8
casual,classic_bike,2024,5,3,22,1894,232
member,electric_bike,2024,7,4,19,725,2561
member,classic_bike,2024,7,2,16,803,3131
casual,electric_bike,2024,11,4,19,572,221
member,electric_bike,2024,2,6,22,584,132
casual,electric_bike,2024,8,5,0,708,398
member,classic_bike,2024,9,3,13,695,1015
casual,classic_bike,2024,10,1,19,1496,456
casual,classic_bike,2024,12,6,20,2363,39
casual,electric_bike,2024,6,2,17,885,1759
member,electric_bike,2024,6,3,5,526,358
member,classic_bike,2024,6,2,23,840,190
casual,classic_bike,2024,7,2,0,2714,241
casual,classic_bike,2024,10,4,11,1765,595
casual,classic_bike,2024,11,1,11,1608,850
casual,electric_bike,2024,6,5,9,880,504
member,classic_bike,2024,6,5,15,799,1565
casual,electric_bike,2024,7,2,8,643,761
member,classic_bike,2024,8,5,0,967,182
casual,electric_scooter,2024,9,1,19,834,808
member,classic_bike,2024,9,2,0,755,185
casual,electric_bike,2024,12,7,3,586,39
member,classic_bike,2024,2,7,10,859,721
member,classic_bike,2024,3,4,10,715,533
member,classic_bike,2024,4,1,10,883,1044
member,electric_bike,2024,4,7,18,757,1361
casual,classic_bike,2024,5,6,14,2072,1171
casual,classic_bike,2024,6,3,13,2151,699
member,classic_bike,2024,7,5,8,738,2084
member,classic_bike,2024,8,2,8,748,1752
casual,electric_bike,2024,11,7,11,883,713
casual,electric_bike,2024,12,4,11,837,152
member,classic_bike,2024,6,1,22,855,404
member,classic_bike,2024,1,6,6,564,287
member,electric_bike,2024,7,2,14,696,1482
member,classic_bike,2024,5,2,17,966,2460
casual,electric_bike,2024,6,1,4,769,201
